author_id,author_name,journal_id,journal_name,specific_works,total_works
A5014803127,I. Abu-Saad,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",5,5
A5014822798,Ethan Nadelmann,S160097506,American Journal of International Law (AJIL),0,1
A5014822798,Ethan Nadelmann,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5014833819,Christine Woodhead,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5014929297,Mahmood Ibrahim,S184885884,Middle East Journal,0,1
A5014929297,Mahmood Ibrahim,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,1
A5014929297,Mahmood Ibrahim,S87435064,International Journal of Middle East Studies (IJMES),0,6
A5014984423,Issam Aburaiya,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5015017613,Fatih Samih Azzam,S38600022,Human Rights Quarterly,1,1
A5015026655,Phillip R. Shaver,S168863142,Journal of Social Issues (JSI),0,1
A5015026655,Phillip R. Shaver,S187348256,Personality and Social Psychology Bulletin (PSPB),0,12
A5015026655,Phillip R. Shaver,S29984966,Journal of Personality and Social Psychology (JPSP),3,39
A5015026655,Phillip R. Shaver,S47258695,Memory,0,1
A5015053942,Adan Tatour,S88529193,Journal of Palestine Studies,1,1
A5015073654,Gila Kurtz,S184885884,Middle East Journal,1,1
A5015118677,Marc D. Stern,S141739696,Patterns of Prejudice,1,22
A5015121787,Henry Lever,S157620343,American Sociological Review (ASR),0,1
A5015121787,Henry Lever,S173252385,The British Journal of Sociology (BJS),0,3
A5015121787,Henry Lever,S96629499,Ethnic and Racial Studies,1,2
A5015144005,Nir Evron,S97631563,Telos,1,1
A5015161407,Daichi Sugawara,S5866276,Journal of Loss and Trauma,1,2
A5015186528,Michael R. Marrus,S129275725,Law and Social Inquiry,0,1
A5015186528,Michael R. Marrus,S132513827,New German Critique,0,1
A5015186528,Michael R. Marrus,S141739696,Patterns of Prejudice,1,3
A5015186528,Michael R. Marrus,S38600022,Human Rights Quarterly,1,1
A5015186528,Michael R. Marrus,S4210222078,Holocaust Studies: A Journal of Culture and History,0,2
A5015186528,Michael R. Marrus,S452692,Holocaust and Genocide Studies (HGS),0,5
A5015186528,Michael R. Marrus,S65076878,Journal of Human Rights (JHR),0,2
A5015186528,Michael R. Marrus,S95691132,British Journal of Political Science (BJPolS),0,1
A5015215364,Susan Aurelia Gitelson,S141739696,Patterns of Prejudice,1,1
A5015215364,Susan Aurelia Gitelson,S176007004,American Political Science Review (APSR),0,2
A5015252214,Ruth R. Wisse,S141739696,Patterns of Prejudice,1,1
A5015268638,Avi Shilon,S184885884,Middle East Journal,0,1
A5015268638,Avi Shilon,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5015278951,Robert Burgess,S173252385,The British Journal of Sociology (BJS),0,1
A5015278951,Robert Burgess,S96629499,Ethnic and Racial Studies,1,1
A5015325033,Yerah Gover,S88529193,Journal of Palestine Studies,2,2
A5015340910,Marilyn Strathern,S102499938,American Anthropologist,0,2
A5015340910,Marilyn Strathern,S165709033,Current Anthropology,0,7
A5015340910,Marilyn Strathern,S173252385,The British Journal of Sociology (BJS),0,1
A5015340910,Marilyn Strathern,S22506700,Cultural Anthropology,0,4
A5015340910,Marilyn Strathern,S43131466,Ethnos: Journal of Anthropology,1,2
A5015340910,Marilyn Strathern,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,10
A5015340910,Marilyn Strathern,S77333486,"Theory, culture, and society",0,1
A5015356258,Michael A. Hogg,S168863142,Journal of Social Issues (JSI),1,5
A5015356258,Michael A. Hogg,S187348256,Personality and Social Psychology Bulletin (PSPB),0,13
A5015356258,Michael A. Hogg,S29984966,Journal of Personality and Social Psychology (JPSP),0,5
A5015356258,Michael A. Hogg,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",0,1
A5015356258,Michael A. Hogg,S81071032,Group Processes & Intergroup Relations (GPIR),0,24
A5015445300,Murad Idris,S184885884,Middle East Journal,1,1
A5015452056,J.R. Smart,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5015493361,Brian Kritz,S141456655,Genocide Studies and Prevention: An International Journal (GSP),1,6
A5015523016,Irwin T. Sanders,S102499938,American Anthropologist,0,3
A5015523016,Irwin T. Sanders,S122471516,American Journal of Sociology (AJS),0,2
A5015523016,Irwin T. Sanders,S157620343,American Sociological Review (ASR),1,11
A5015523016,Irwin T. Sanders,S168863142,Journal of Social Issues (JSI),0,1
A5015523016,Irwin T. Sanders,S173252385,The British Journal of Sociology (BJS),0,1
A5015523016,Irwin T. Sanders,S95650557,Journal of Politics (JOP),0,2
A5015563997,Lior Oren,S5866276,Journal of Loss and Trauma,1,1
A5015586718,Kenneth Lunn,S141739696,Patterns of Prejudice,1,1
A5015586718,Kenneth Lunn,S96629499,Ethnic and Racial Studies,0,2
A5015725705,Mark Levene,S139935717,International Journal of Human Rights (IJHR),0,1
A5015725705,Mark Levene,S141456655,Genocide Studies and Prevention: An International Journal (GSP),0,2
A5015725705,Mark Levene,S141739696,Patterns of Prejudice,2,9
A5015725705,Mark Levene,S156235965,International & Comparative Law Quarterly (ICLQ),0,1
A5015725705,Mark Levene,S452692,Holocaust and Genocide Studies (HGS),0,1
A5015725705,Mark Levene,S59071098,Journal of Genocide Research (JGR),0,11
A5015725705,Mark Levene,S65076878,Journal of Human Rights (JHR),0,1
A5015776003,Rida Blaik Hourani,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5015784922,Motti Regev,S44753038,European Journal of Cultural Studies,0,1
A5015784922,Motti Regev,S69220080,Cultural Sociology,1,1
A5015784922,Motti Regev,S77333486,"Theory, culture, and society",0,2
A5015784922,Motti Regev,S96629499,Ethnic and Racial Studies,1,1
A5015804476,Minh Duc Pham,S187348256,Personality and Social Psychology Bulletin (PSPB),1,2
A5015804476,Minh Duc Pham,S81071032,Group Processes & Intergroup Relations (GPIR),0,1
A5015834291,David Peterson,S88529193,Journal of Palestine Studies,1,1
A5015846271,Jonathan Boyarin,S102499938,American Anthropologist,1,2
A5015846271,Jonathan Boyarin,S129275725,Law and Social Inquiry,0,2
A5015846271,Jonathan Boyarin,S132513827,New German Critique,0,1
A5015846271,Jonathan Boyarin,S161895660,Yale Law Journal,0,1
A5015846271,Jonathan Boyarin,S22506700,Cultural Anthropology,0,2
A5015846271,Jonathan Boyarin,S65256140,Journal of the Royal Anthropological Institute (JRAI),0,1
A5015869348,Yael Statman,S81071032,Group Processes & Intergroup Relations (GPIR),1,1
A5015901778,Havi Inbar Lankry,S129275725,Law and Social Inquiry,1,1
A5015908410,Glen Balfour‐Paul,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,4
A5015954792,Udi Lebel,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5015954792,Udi Lebel,S25593863,Cultural Studies,1,1
A5015954792,Udi Lebel,S5866276,Journal of Loss and Trauma,1,1
A5015954792,Udi Lebel,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5015987475,Benjamin Bland,S141739696,Patterns of Prejudice,1,3
A5015987475,Benjamin Bland,S4210222078,Holocaust Studies: A Journal of Culture and History,0,1
A5016019327,Yochanan Peres,S122471516,American Journal of Sociology (AJS),3,3
A5016019327,Yochanan Peres,S159327246,European Sociological Review (ESR),1,1
A5016019327,Yochanan Peres,S173252385,The British Journal of Sociology (BJS),1,1
A5016019327,Yochanan Peres,S96629499,Ethnic and Racial Studies,0,1
A5016024071,Eran Zohar,S4210222078,Holocaust Studies: A Journal of Culture and History,1,4
A5016039474,Lenni Brenner,S141739696,Patterns of Prejudice,0,2
A5016039474,Lenni Brenner,S88529193,Journal of Palestine Studies,3,18
A5016056457,Eyal Tsur,S184885884,Middle East Journal,2,2
A5016069593,Dalia Gavriely-Nuri,S144836642,Memory Studies,1,1
A5016106207,Omar Shahabudin McDoom,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5016106207,Omar Shahabudin McDoom,S59071098,Journal of Genocide Research (JGR),1,4
A5016130751,C.H. Dodd,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,1
A5016139471,John F. Murphy,S160097506,American Journal of International Law (AJIL),1,16
A5016153354,Yuval Feinstein,S122471516,American Journal of Sociology (AJS),1,2
A5016153354,Yuval Feinstein,S143110675,World Politics,0,1
A5016153354,Yuval Feinstein,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5016153354,Yuval Feinstein,S157620343,American Sociological Review (ASR),0,2
A5016153354,Yuval Feinstein,S189112142,Ethnicities,1,1
A5016171021,Manit Srisurapanont,S5866276,Journal of Loss and Trauma,1,1
A5016262225,Ruth Lapidoth,S160097506,American Journal of International Law (AJIL),1,4
A5016262225,Ruth Lapidoth,S175405714,European Journal of International Law (EJIL),1,2
A5016350974,Catherine Rottenberg,S25593863,Cultural Studies,1,2
A5016350974,Catherine Rottenberg,S44753038,European Journal of Cultural Studies,0,5
A5016372187,Liat Yakhnich,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5016376979,Tom Segev,S88529193,Journal of Palestine Studies,3,3
A5016385913,Jamil Dakwar,S88529193,Journal of Palestine Studies,1,2
A5016394379,Eric S. Miller,S161895660,Yale Law Journal,1,1
A5016405521,Ayelet Banai,S96629499,Ethnic and Racial Studies,1,1
A5016504670,Farah Aboubakr,S144836642,Memory Studies,1,1
A5016519710,Geraldine Chatelard,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5016536177,David Thomas,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,4
A5016555011,Aubrey L. Diamond,S156235965,International & Comparative Law Quarterly (ICLQ),1,5
A5016646798,Olivier Klein,S144836642,Memory Studies,1,6
A5016646798,Olivier Klein,S173252385,The British Journal of Sociology (BJS),0,1
A5016646798,Olivier Klein,S187348256,Personality and Social Psychology Bulletin (PSPB),0,2
A5016646798,Olivier Klein,S81071032,Group Processes & Intergroup Relations (GPIR),0,3
A5016646798,Olivier Klein,S96629499,Ethnic and Racial Studies,0,1
A5016671461,Hannah Matthews,S139935717,International Journal of Human Rights (IJHR),1,1
A5016676637,Sherry Lowrance,S94209876,Middle East Critique,1,1
A5016681071,Dominique Schnapper,S141739696,Patterns of Prejudice,1,1
A5016681071,Dominique Schnapper,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5016681071,Dominique Schnapper,S157620343,American Sociological Review (ASR),0,1
A5016681071,Dominique Schnapper,S173252385,The British Journal of Sociology (BJS),0,1
A5016689284,Karin Amit,S149872823,Journal of Ethnic and Migration Studies (JEMS),2,2
A5016689284,Karin Amit,S96629499,Ethnic and Racial Studies,1,1
A5016717595,Paul R. Abramson,S168863142,Journal of Social Issues (JSI),0,1
A5016717595,Paul R. Abramson,S173252385,The British Journal of Sociology (BJS),0,1
A5016717595,Paul R. Abramson,S176007004,American Political Science Review (APSR),1,25
A5016717595,Paul R. Abramson,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5016717595,Paul R. Abramson,S90314269,American Journal of Political Science (AJPS),0,6
A5016717595,Paul R. Abramson,S95650557,Journal of Politics (JOP),2,12
A5016717595,Paul R. Abramson,S95691132,British Journal of Political Science (BJPolS),0,5
A5016726408,Gunnar Lagergren,S154337186,Leiden Journal of International Law (LJIL),1,2
A5016757128,Carl F. Pinkele,S176007004,American Political Science Review (APSR),1,7
A5016776037,Meyrav Wurmser,S184885884,Middle East Journal,1,1
A5016817262,Benjamin Beit-Hallahmi,S173252385,The British Journal of Sociology (BJS),0,1
A5016817262,Benjamin Beit-Hallahmi,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5016817262,Benjamin Beit-Hallahmi,S29984966,Journal of Personality and Social Psychology (JPSP),2,2
A5016829229,Michael Burleigh,S141739696,Patterns of Prejudice,0,1
A5016829229,Michael Burleigh,S96629499,Ethnic and Racial Studies,1,5
A5016838223,Nathan Witkin,S184885884,Middle East Journal,1,1
A5016872537,John Beynon,S96629499,Ethnic and Racial Studies,1,1
A5016886085,I.C. Jarvie,S102499938,American Anthropologist,0,4
A5016886085,I.C. Jarvie,S165709033,Current Anthropology,0,18
A5016886085,I.C. Jarvie,S173252385,The British Journal of Sociology (BJS),0,5
A5016886085,I.C. Jarvie,S96629499,Ethnic and Racial Studies,1,1
A5016983903,Nayef Hawatmeh,S88529193,Journal of Palestine Studies,2,2
A5017000355,Matthias Koenig,S129275725,Law and Social Inquiry,0,1
A5017000355,Matthias Koenig,S149872823,Journal of Ethnic and Migration Studies (JEMS),0,1
A5017000355,Matthias Koenig,S189112142,Ethnicities,0,1
A5017000355,Matthias Koenig,S44706263,Law and Society Review,0,1
A5017000355,Matthias Koenig,S96629499,Ethnic and Racial Studies,1,4
A5017005610,Ronen Shamir,S117766065,Harvard Law Review,0,1
A5017005610,Ronen Shamir,S129275725,Law and Social Inquiry,0,1
A5017005610,Ronen Shamir,S44706263,Law and Society Review,2,6
A5017005610,Ronen Shamir,S60621485,Sociological Theory,0,1
A5017006875,Naomi Weiner-Levy,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5017027781,Bryan K. Roby,S87435064,International Journal of Middle East Studies (IJMES),1,1
A5017041629,Dennis McElrath,S157620343,American Sociological Review (ASR),1,2
A5017090742,Zach Levey,S184885884,Middle East Journal,1,1
A5017090742,Zach Levey,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,2
A5017090742,Zach Levey,S59071098,Journal of Genocide Research (JGR),1,1
A5017090742,Zach Levey,S87435064,International Journal of Middle East Studies (IJMES),3,5
A5017095347,Myrna Tonkinson,S102499938,American Anthropologist,0,1
A5017095347,Myrna Tonkinson,S96629499,Ethnic and Racial Studies,1,1
A5017097015,Joshua Stacher,S184885884,Middle East Journal,1,4
A5017097015,Joshua Stacher,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5017097015,Joshua Stacher,S87435064,International Journal of Middle East Studies (IJMES),0,1
A5017129953,Edmund Ghareeb,S184885884,Middle East Journal,0,1
A5017129953,Edmund Ghareeb,S88529193,Journal of Palestine Studies,5,12
A5017143350,Ghayth Armanazi,S88529193,Journal of Palestine Studies,2,10
A5017155923,Burns Weston,S143110675,World Politics,0,1
A5017155923,Burns Weston,S160097506,American Journal of International Law (AJIL),1,17
A5017155923,Burns Weston,S176007004,American Political Science Review (APSR),0,1
A5017155923,Burns Weston,S38600022,Human Rights Quarterly,0,4
A5017161676,Rami Tolmacz,S29984966,Journal of Personality and Social Psychology (JPSP),1,2
A5017162782,Dalit Baum,S603496,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1
A5017217282,Derek Hopwood,S199726014,British Journal of Middle Eastern Studies (BRISMES),2,7
A5017217282,Derek Hopwood,S87435064,International Journal of Middle East Studies (IJMES),0,4
A5017217282,Derek Hopwood,S88529193,Journal of Palestine Studies,0,2
A5017221021,J. S. Nielsen,S199726014,British Journal of Middle Eastern Studies (BRISMES),1,1
A5017228046,Phyllis Perrin Wilcox,S30381306,Journal of Anthropological Research,1,2
A5017233511,Jonathan Grossman,S149872823,Journal of Ethnic and Migration Studies (JEMS),1,1
A5017233511,Jonathan Grossman,S96629499,Ethnic and Racial Studies,0,1
A5017236086,Jon Simons,S57090429,Philosophy and Social Criticism,0,1
A5017236086,Jon Simons,S97631563,Telos,1,1
A5017240124,Yoav Di-Capua,S184094801,History and Memory,0,1
A5017240124,Yoav Di-Capua,S59071098,Journal of Genocide Research (JGR),1,1
A5017240124,Yoav Di-Capua,S87435064,International Journal of Middle East Studies (IJMES),0,5
A5017240124,Yoav Di-Capua,S88529193,Journal of Palestine Studies,1,1
A5017272435,Clifford A. Wright,S88529193,Journal of Palestine Studies,6,6
A5017294857,Yakir Plessner,S184885884,Middle East Journal,1,1
A5017294857,Yakir Plessner,S96629499,Ethnic and Racial Studies,1,1
A5017300131,Ifat Maoz,S168863142,Journal of Social Issues (JSI),1,1
A5017358160,M. Frankl,S452692,Holocaust and Genocide Studies (HGS),1,1
A5017416653,Tariq Dana,S88529193,Journal of Palestine Studies,1,1
A5017416653,Tariq Dana,S94209876,Middle East Critique,2,3
A5017434499,Lily Polliack,S184885884,Middle East Journal,1,1
A5017439536,Donna Robinson Divine,S176007004,American Political Science Review (APSR),6,9
A5017439536,Donna Robinson Divine,S184885884,Middle East Journal,11,16
A5017439536,Donna Robinson Divine,S87435064,International Journal of Middle East Studies (IJMES),9,13
A5017439536,Donna Robinson Divine,S95650557,Journal of Politics (JOP),1,2
A5017452780,Yaniv Kanat-Maymon,S187348256,Personality and Social Psychology Bulletin (PSPB),0,1
A5017452780,Yaniv Kanat-Maymon,S29984966,Journal of Personality and Social Psychology (JPSP),0,1
A5017452780,Yaniv Kanat-Maymon,S5866276,Journal of Loss and Trauma,1,1
A5017533694,Eleanor A. Doumato,S184885884,Middle East Journal,1,4
A5017533694,Eleanor A. Doumato,S199726014,British Journal of Middle Eastern Studies (BRISMES),0,1
A5017533694,Eleanor A. Doumato,S87435064,International Journal of Middle East Studies (IJMES),0,1
